user_id,item_id,event_type,created_at,destination_category,destination_popularity,cultural_score,adventure_score,relaxation_score,category_diversity,trust_score,user_total_feedback_count,is_strong_engagement,has_positive_feedback,label
user_193,dest_82,save_trip,2026-03-24T08:47:09.924Z,adventure,0.513,0.545,0.600,0.799,0.364,0.441,47,1,0,1
user_120,dest_76,view,2026-03-26T11:11:46.809Z,cultural,0.913,0.766,0.716,0.962,0.085,0.686,12,0,0,0
user_114,dest_63,book,2026-03-22T05:36:20.761Z,mixed,0.638,0.615,0.629,0.217,0.529,0.589,8,1,1,1
user_103,dest_43,view,2026-03-11T04:34:41.979Z,adventure,0.661,0.658,0.833,0.212,0.791,0.761,44,0,0,0
user_5,dest_63,view,2026-03-05T02:32:33.710Z,mixed,0.638,0.453,0.729,0.508,0.466,0.801,35,0,1,1
user_117,dest_95,book,2026-03-24T06:29:12.502Z,relaxation,0.458,0.405,0.431,0.725,0.886,0.505,1,1,0,1
user_128,dest_67,view,2026-03-16T18:54:58.470Z,cultural,0.409,0.550,0.901,0.711,0.166,0.735,4,0,0,0
user_195,dest_46,view,2026-03-15T13:12:17.890Z,mixed,0.807,0.790,0.690,0.260,0.563,0.562,8,0,1,1
user_4,dest_34,save_trip,2026-03-19T01:54:50.641Z,adventure,0.202,0.491,0.965,0.500,0.039,0.679,18,1,1,1
user_8,dest_25,book,2026-03-03T17:16:55.652Z,mixed,0.412,0.680,0.719,0.347,0.197,0.349,43,1,0,1
user_70,dest_20,view,2026-02-25T20:19:31.432Z,adventure,0.109,0.816,0.278,0.218,0.958,0.499,50,0,0,0
user_18,dest_66,view,2026-03-20T09:44:44.092Z,adventure,0.876,0.245,0.739,0.464,0.851,0.492,44,0,0,0
user_66,dest_2,view,2026-03-17T10:20:33.802Z,relaxation,0.592,0.277,0.289,0.842,0.180,0.314,21,0,0,0
user_166,dest_7,book,2026-03-11T09:41:31.619Z,cultural,0.052,0.917,0.430,0.465,0.139,0.403,7,1,1,1
user_29,dest_41,book,2026-03-06T16:29:43.759Z,relaxation,0.335,0.839,0.309,0.467,0.830,0.728,17,1,1,1
user_63,dest_98,view,2026-03-10T23:10:05.872Z,adventure,0.615,0.542,0.453,0.694,0.330,0.367,31,0,0,0
user_59,dest_47,view,2026-03-18T05:28:04.553Z,cultural,0.680,0.683,0.485,0.705,0.968,0.847,35,0,1,1
user_108,dest_25,save_trip,2026-03-07T04:11:35.755Z,mixed,0.412,0.307,0.864,0.623,0.343,0.548,39,1,1,1
user_133,dest_37,book,2026-03-14T04:36:40.403Z,mixed,0.102,0.716,0.279,0.947,0.207,0.863,9,1,1,1
user_3,dest_22,save_trip,2026-03-03T15:16:07.936Z,relaxation,0.929,0.229,0.708,0.678,0.850,0.538,48,1,0,1
user_172,dest_96,save_trip,2026-03-09T05:26:27.861Z,mixed,0.579,0.574,0.212,0.881,0.768,0.796,20,1,0,1
user_24,dest_51,view,2026-03-01T10:05:36.842Z,mixed,0.666,0.890,0.791,0.789,0.594,0.843,8,0,0,0
user_16,dest_39,trip_click,2026-03-15T07:32:51.592Z,mixed,0.901,0.293,0.921,0.494,0.742,0.349,29,1,0,1
user_101,dest_57,save,2026-03-21T18:25:47.812Z,mixed,0.833,0.477,0.848,0.446,0.622,0.699,49,1,1,1
user_152,dest_10,save,2026-03-20T16:11:45.663Z,cultural,0.292,0.858,0.436,0.654,0.999,0.417,29,1,0,1
user_122,dest_88,trip_click,2026-03-21T20:44:35.249Z,adventure,0.293,0.240,0.725,0.926,0.106,0.317,26,1,0,1
user_130,dest_23,trip_click,2026-03-08T23:05:12.025Z,adventure,0.924,0.846,0.778,0.683,0.992,0.362,1,1,0,1
user_164,dest_21,view,2026-03-04T15:16:48.114Z,relaxation,0.612,0.645,0.616,0.831,0.896,0.793,1,0,1,1
user_73,dest_22,trip_click,2026-03-26T15:00:17.276Z,relaxation,0.929,0.816,0.692,0.230,0.512,0.846,34,1,0,1
user_67,dest_89,save,2026-03-25T07:36:21.534Z,cultural,0.940,0.574,0.279,0.760,0.305,0.664,46,1,0,1
user_178,dest_29,save,2026-03-10T04:00:28.660Z,cultural,0.232,0.321,0.555,0.866,0.264,0.412,27,1,0,1
user_78,dest_7,view,2026-03-07T05:51:39.238Z,cultural,0.052,0.542,0.715,0.295,0.062,0.542,15,0,0,0
user_129,dest_89,view,2026-03-06T23:33:44.741Z,cultural,0.940,0.457,0.878,0.604,0.370,0.628,45,0,1,1
user_146,dest_55,save,2026-03-05T18:07:02.419Z,mixed,0.554,0.988,0.761,0.765,0.096,0.325,50,1,0,1
user_11,dest_85,trip_click,2026-03-26T14:07:47.119Z,mixed,0.524,0.418,0.856,0.344,0.255,0.686,26,1,0,1
user_129,dest_76,trip_click,2026-03-21T14:25:59.240Z,cultural,0.913,0.457,0.878,0.604,0.370,0.628,45,1,0,1
user_75,dest_48,view,2026-03-19T02:20:35.777Z,cultural,0.773,0.438,0.503,0.768,0.512,0.644,44,0,0,0
user_166,dest_37,trip_click,2026-03-22T06:05:11.538Z,mixed,0.102,0.917,0.430,0.465,0.139,0.403,7,1,0,1
user_73,dest_79,view,2026-03-26T18:38:25.751Z,mixed,0.516,0.816,0.692,0.230,0.512,0.846,34,0,1,1
user_40,dest_17,book,2026-03-02T09:55:43.276Z,adventure,0.178,0.500,0.290,0.849,0.839,0.688,21,1,0,1
user_90,dest_79,trip_click,2026-03-21T07:38:50.949Z,mixed,0.516,0.433,0.408,0.730,0.730,0.617,18,1,1,1
user_182,dest_45,book,2026-03-17T18:57:13.998Z,relaxation,0.330,0.582,0.334,0.246,0.421,0.339,19,1,0,1
user_50,dest_17,view,2026-03-09T22:50:37.810Z,adventure,0.178,0.652,0.719,0.722,0.908,0.816,17,0,1,1
user_57,dest_66,save_trip,2026-03-12T13:37:10.914Z,adventure,0.876,0.617,0.371,0.380,0.625,0.373,29,1,0,1
user_153,dest_51,trip_click,2026-03-12T01:51:09.727Z,mixed,0.666,0.623,0.995,0.245,0.673,0.815,43,1,1,1
user_28,dest_43,view,2026-03-21T23:34:18.426Z,adventure,0.661,0.383,0.742,0.548,0.131,0.797,8,0,0,0
user_86,dest_51,view,2026-03-21T21:44:08.158Z,mixed,0.666,0.695,0.947,0.746,0.174,0.853,1,0,0,0
user_188,dest_12,view,2026-02-25T17:27:05.332Z,cultural,0.815,0.776,0.835,0.265,0.583,0.378,26,0,1,1
user_123,dest_11,view,2026-02-27T12:05:21.486Z,cultural,0.664,0.814,0.223,0.784,0.901,0.529,43,0,1,1
user_23,dest_25,trip_click,2026-03-21T19:13:32.361Z,mixed,0.412,0.339,0.770,0.623,0.550,0.550,13,1,0,1
user_71,dest_61,book,2026-03-13T07:00:27.427Z,relaxation,0.454,0.556,0.227,0.621,0.094,0.581,41,1,1,1
user_88,dest_63,view,2026-02-25T23:56:35.550Z,mixed,0.638,0.793,0.595,0.491,0.770,0.888,11,0,0,0
user_109,dest_45,save_trip,2026-03-08T01:05:22.943Z,relaxation,0.330,0.341,0.580,0.240,0.353,0.304,3,1,0,1
user_74,dest_50,save,2026-03-03T02:21:45.029Z,relaxation,0.981,0.789,0.404,0.596,0.066,0.883,21,1,1,1
user_103,dest_55,view,2026-02-27T05:05:12.115Z,mixed,0.554,0.658,0.833,0.212,0.791,0.761,44,0,0,0
user_50,dest_26,view,2026-03-17T11:34:21.306Z,mixed,0.131,0.652,0.719,0.722,0.908,0.816,17,0,1,1
user_71,dest_48,view,2026-03-17T15:00:53.387Z,cultural,0.773,0.556,0.227,0.621,0.094,0.581,41,0,1,1
user_175,dest_1,view,2026-03-06T11:59:43.903Z,mixed,0.520,0.715,0.608,0.695,0.441,0.530,49,0,0,0
user_148,dest_6,view,2026-03-11T16:13:01.793Z,mixed,0.053,0.866,0.607,0.662,0.915,0.682,35,0,0,0
user_187,dest_49,save,2026-03-17T07:36:07.884Z,adventure,0.998,0.714,0.901,0.534,0.564,0.373,37,1,0,1
user_85,dest_80,save,2026-03-18T20:15:47.467Z,cultural,0.921,0.619,0.621,0.224,0.906,0.446,46,1,0,1
user_143,dest_76,book,2026-03-02T23:43:40.353Z,cultural,0.913,0.352,0.639,0.445,0.972,0.853,50,1,0,1
user_168,dest_36,save,2026-03-24T05:29:34.765Z,adventure,0.235,0.733,0.559,0.580,0.591,0.604,37,1,1,1
user_61,dest_98,view,2026-03-26T18:50:03.477Z,adventure,0.615,0.905,0.519,0.482,0.591,0.557,12,0,1,1
user_156,dest_56,view,2026-03-01T07:03:20.428Z,mixed,0.175,0.659,0.811,0.573,0.496,0.610,5,0,0,0
user_74,dest_70,view,2026-03-03T12:08:00.826Z,adventure,0.314,0.789,0.404,0.596,0.066,0.883,21,0,0,0
user_96,dest_3,trip_click,2026-03-24T10:08:48.043Z,adventure,0.661,0.470,0.563,0.783,0.273,0.599,33,1,0,1
user_145,dest_85,save,2026-03-14T13:44:37.829Z,mixed,0.524,0.667,0.570,0.770,0.030,0.466,27,1,1,1
user_190,dest_27,view,2026-03-23T10:47:44.519Z,cultural,0.284,0.698,0.271,0.865,0.558,0.823,44,0,1,1
user_32,dest_43,view,2026-03-17T02:18:20.920Z,adventure,0.661,0.809,0.629,0.437,0.695,0.775,12,0,0,0
user_171,dest_29,trip_click,2026-03-16T14:58:32.516Z,cultural,0.232,0.749,0.303,0.530,0.117,0.301,38,1,1,1
user_122,dest_95,trip_click,2026-03-19T19:26:03.170Z,relaxation,0.458,0.240,0.725,0.926,0.106,0.317,26,1,0,1
user_31,dest_12,save,2026-02-27T16:22:01.767Z,cultural,0.815,0.764,0.760,0.618,0.662,0.602,50,1,1,1
user_40,dest_99,view,2026-03-12T03:29:08.971Z,adventure,0.292,0.500,0.290,0.849,0.839,0.688,21,0,0,0
user_155,dest_75,view,2026-03-12T00:09:01.220Z,mixed,0.532,0.725,0.257,0.394,0.994,0.707,11,0,1,1
user_182,dest_30,trip_click,2026-03-10T19:56:48.847Z,mixed,0.922,0.582,0.334,0.246,0.421,0.339,19,1,1,1
user_114,dest_18,view,2026-03-11T03:10:19.579Z,mixed,0.135,0.615,0.629,0.217,0.529,0.589,8,0,0,0
user_191,dest_39,trip_click,2026-02-26T11:34:00.131Z,mixed,0.901,0.206,0.413,0.702,0.693,0.744,28,1,0,1
user_2,dest_69,book,2026-02-26T18:54:03.428Z,relaxation,0.190,0.468,0.300,0.327,0.270,0.352,49,1,0,1
user_87,dest_28,view,2026-02-27T20:30:16.148Z,mixed,0.262,0.703,0.483,0.736,0.829,0.800,15,0,0,0
user_30,dest_4,view,2026-03-03T00:36:15.558Z,adventure,0.523,0.469,0.372,0.879,0.071,0.881,29,0,1,1
user_185,dest_99,trip_click,2026-03-24T20:42:09.694Z,adventure,0.292,0.631,0.201,0.228,0.851,0.592,16,1,0,1
user_181,dest_27,save,2026-03-05T13:39:56.381Z,cultural,0.284,0.249,0.924,0.334,0.329,0.863,30,1,0,1
user_19,dest_16,view,2026-03-21T23:34:08.354Z,relaxation,0.677,0.822,0.607,0.631,0.337,0.548,13,0,1,1
user_174,dest_98,trip_click,2026-03-15T17:32:28.486Z,adventure,0.615,0.606,0.752,0.435,0.811,0.474,25,1,1,1
user_200,dest_40,trip_click,2026-03-05T13:32:00.860Z,mixed,0.358,0.306,0.478,0.771,0.037,0.326,10,1,0,1
user_52,dest_23,book,2026-03-25T20:51:57.633Z,adventure,0.924,0.340,0.676,0.518,0.798,0.571,48,1,1,1
user_7,dest_66,trip_click,2026-02-25T17:33:13.552Z,adventure,0.876,0.273,0.388,0.914,0.791,0.725,2,1,0,1
user_26,dest_71,view,2026-03-03T11:14:09.046Z,relaxation,0.681,0.317,0.668,0.317,0.104,0.355,24,0,0,0
user_85,dest_40,save,2026-03-18T17:46:57.479Z,mixed,0.358,0.619,0.621,0.224,0.906,0.446,46,1,0,1
user_129,dest_38,trip_click,2026-03-08T01:39:25.830Z,relaxation,0.369,0.457,0.878,0.604,0.370,0.628,45,1,1,1
user_187,dest_39,view,2026-03-02T17:50:03.022Z,mixed,0.901,0.714,0.901,0.534,0.564,0.373,37,0,0,0
user_109,dest_22,save,2026-03-09T22:34:18.503Z,relaxation,0.929,0.341,0.580,0.240,0.353,0.304,3,1,0,1
user_184,dest_6,book,2026-03-25T11:38:34.447Z,mixed,0.053,0.979,0.399,0.466,0.501,0.523,31,1,0,1
user_125,dest_12,view,2026-03-13T18:16:58.556Z,cultural,0.815,0.651,0.614,0.236,0.281,0.719,32,0,0,0
user_67,dest_92,view,2026-03-11T04:53:07.679Z,adventure,0.747,0.574,0.279,0.760,0.305,0.664,46,0,1,1
user_123,dest_12,save,2026-03-23T17:19:32.330Z,cultural,0.815,0.814,0.223,0.784,0.901,0.529,43,1,1,1
user_98,dest_59,view,2026-03-20T20:16:15.856Z,adventure,0.746,0.204,0.552,0.345,0.132,0.304,13,0,0,0
user_173,dest_87,trip_click,2026-03-14T10:17:02.217Z,adventure,0.809,0.878,0.333,0.473,0.343,0.305,4,1,0,1
user_105,dest_46,trip_click,2026-03-17T14:41:43.598Z,mixed,0.807,0.451,0.649,0.388,0.735,0.309,28,1,0,1
user_33,dest_71,trip_click,2026-02-26T14:41:24.000Z,relaxation,0.681,0.521,0.482,0.886,0.547,0.626,19,1,1,1
user_4,dest_63,save,2026-03-08T11:00:04.675Z,mixed,0.638,0.491,0.965,0.500,0.039,0.679,18,1,1,1
user_26,dest_5,view,2026-02-26T08:35:49.442Z,relaxation,0.421,0.317,0.668,0.317,0.104,0.355,24,0,0,0
user_166,dest_64,view,2026-03-06T17:05:45.697Z,relaxation,0.331,0.917,0.430,0.465,0.139,0.403,7,0,1,1
user_11,dest_1,view,2026-03-16T15:26:05.977Z,mixed,0.520,0.418,0.856,0.344,0.255,0.686,26,0,1,1
user_103,dest_77,save_trip,2026-03-12T10:02:43.940Z,adventure,0.882,0.658,0.833,0.212,0.791,0.761,44,1,1,1
user_183,dest_15,view,2026-03-13T18:23:45.538Z,adventure,0.719,0.422,0.699,0.262,0.585,0.368,6,0,1,1
user_108,dest_72,save_trip,2026-03-01T16:42:43.870Z,cultural,0.624,0.307,0.864,0.623,0.343,0.548,39,1,0,1
user_85,dest_58,save,2026-03-14T10:23:57.951Z,cultural,0.708,0.619,0.621,0.224,0.906,0.446,46,1,0,1
user_109,dest_64,view,2026-03-17T02:47:30.535Z,relaxation,0.331,0.341,0.580,0.240,0.353,0.304,3,0,0,0
user_6,dest_20,trip_click,2026-03-26T13:07:41.001Z,adventure,0.109,0.523,0.590,0.730,0.029,0.368,39,1,0,1
user_96,dest_44,save,2026-03-26T08:49:01.808Z,relaxation,0.477,0.470,0.563,0.783,0.273,0.599,33,1,1,1
user_173,dest_88,view,2026-03-13T21:00:29.055Z,adventure,0.293,0.878,0.333,0.473,0.343,0.305,4,0,1,1
user_67,dest_48,view,2026-03-05T15:29:39.237Z,cultural,0.773,0.574,0.279,0.760,0.305,0.664,46,0,0,0
user_110,dest_43,view,2026-03-05T12:10:14.227Z,adventure,0.661,0.670,0.719,0.749,0.891,0.555,23,0,0,0
user_71,dest_62,save_trip,2026-03-02T21:44:55.453Z,cultural,0.926,0.556,0.227,0.621,0.094,0.581,41,1,1,1
user_65,dest_3,view,2026-02-28T04:58:04.477Z,adventure,0.661,0.679,0.700,0.780,0.013,0.796,22,0,1,1
user_111,dest_74,trip_click,2026-03-18T21:20:15.614Z,relaxation,0.107,0.541,0.781,0.647,0.741,0.569,23,1,0,1
user_161,dest_54,book,2026-03-14T09:36:32.486Z,mixed,0.492,0.914,0.753,0.281,0.229,0.653,32,1,1,1
user_66,dest_12,view,2026-02-28T11:10:27.537Z,cultural,0.815,0.277,0.289,0.842,0.180,0.314,21,0,0,0
user_143,dest_6,trip_click,2026-03-18T05:23:20.023Z,mixed,0.053,0.352,0.639,0.445,0.972,0.853,50,1,0,1
user_170,dest_74,save,2026-03-18T07:08:22.181Z,relaxation,0.107,0.674,0.771,0.547,0.820,0.486,23,1,0,1
user_99,dest_59,book,2026-03-18T18:18:50.198Z,adventure,0.746,0.514,0.796,0.722,0.978,0.694,32,1,1,1
user_198,dest_68,save,2026-03-13T21:30:13.320Z,cultural,0.845,0.971,0.349,0.324,0.621,0.775,2,1,1,1
user_120,dest_61,view,2026-03-19T03:56:48.386Z,relaxation,0.454,0.766,0.716,0.962,0.085,0.686,12,0,0,0
user_47,dest_58,save_trip,2026-03-27T07:32:49.792Z,cultural,0.708,0.229,0.464,0.606,0.980,0.683,9,1,1,1
user_12,dest_27,book,2026-03-06T07:41:47.036Z,cultural,0.284,0.711,0.994,0.745,0.671,0.614,36,1,0,1
user_132,dest_99,trip_click,2026-03-02T21:17:23.857Z,adventure,0.292,0.613,0.646,0.387,0.475,0.688,6,1,1,1
user_182,dest_46,view,2026-02-28T22:08:53.318Z,mixed,0.807,0.582,0.334,0.246,0.421,0.339,19,0,0,0
user_107,dest_7,book,2026-03-03T13:41:02.710Z,cultural,0.052,0.238,0.691,0.748,0.718,0.501,5,1,0,1
user_168,dest_85,book,2026-03-12T12:23:19.476Z,mixed,0.524,0.733,0.559,0.580,0.591,0.604,37,1,0,1
user_162,dest_31,book,2026-03-21T21:29:41.720Z,mixed,0.823,0.737,0.444,0.574,0.031,0.386,49,1,0,1
user_85,dest_83,trip_click,2026-03-23T00:40:18.966Z,mixed,0.230,0.619,0.621,0.224,0.906,0.446,46,1,0,1
user_99,dest_39,book,2026-03-04T02:35:06.734Z,mixed,0.901,0.514,0.796,0.722,0.978,0.694,32,1,1,1
user_22,dest_10,view,2026-03-10T17:08:28.702Z,cultural,0.292,0.508,0.904,0.267,0.391,0.604,37,0,0,0
user_120,dest_43,trip_click,2026-03-08T23:07:18.776Z,adventure,0.661,0.766,0.716,0.962,0.085,0.686,12,1,0,1
user_28,dest_18,view,2026-03-12T16:08:15.363Z,mixed,0.135,0.383,0.742,0.548,0.131,0.797,8,0,0,0
user_189,dest_90,view,2026-03-03T05:34:44.675Z,cultural,0.048,0.913,0.219,0.628,0.443,0.705,29,0,0,0
user_149,dest_62,view,2026-03-10T11:49:32.759Z,cultural,0.926,0.524,0.400,0.948,0.831,0.459,24,0,0,0
user_48,dest_71,view,2026-03-08T14:38:11.234Z,relaxation,0.681,0.332,0.385,0.502,0.387,0.499,46,0,1,1
user_137,dest_12,book,2026-03-16T21:34:05.384Z,cultural,0.815,0.644,0.269,0.324,0.802,0.644,22,1,0,1
user_16,dest_62,trip_click,2026-03-05T15:27:42.962Z,cultural,0.926,0.293,0.921,0.494,0.742,0.349,29,1,0,1
user_135,dest_43,book,2026-03-13T21:30:34.489Z,adventure,0.661,0.543,0.894,0.287,0.349,0.310,42,1,1,1
user_164,dest_7,save_trip,2026-03-13T05:51:53.013Z,cultural,0.052,0.645,0.616,0.831,0.896,0.793,1,1,1,1
user_105,dest_35,view,2026-03-05T21:46:44.201Z,adventure,0.173,0.451,0.649,0.388,0.735,0.309,28,0,0,0
user_9,dest_11,view,2026-03-06T16:42:34.905Z,cultural,0.664,0.529,0.869,0.606,0.697,0.783,40,0,1,1
user_118,dest_98,view,2026-03-22T15:47:45.229Z,adventure,0.615,0.339,0.679,0.671,0.100,0.558,37,0,0,0
user_169,dest_42,save,2026-03-03T15:15:09.884Z,mixed,0.256,0.295,0.524,0.674,0.338,0.787,16,1,1,1
user_72,dest_61,save,2026-03-08T00:51:26.965Z,relaxation,0.454,0.972,0.346,0.328,0.108,0.322,31,1,0,1
user_80,dest_22,view,2026-03-02T10:58:41.421Z,relaxation,0.929,0.694,0.719,0.360,0.712,0.865,38,0,1,1
user_5,dest_49,view,2026-03-25T04:17:16.252Z,adventure,0.998,0.453,0.729,0.508,0.466,0.801,35,0,1,1
user_191,dest_78,trip_click,2026-03-18T03:36:24.197Z,relaxation,0.018,0.206,0.413,0.702,0.693,0.744,28,1,0,1
user_44,dest_36,view,2026-03-26T22:22:26.699Z,adventure,0.235,0.574,0.330,0.903,0.354,0.649,10,0,1,1
user_24,dest_57,view,2026-03-11T07:59:24.614Z,mixed,0.833,0.890,0.791,0.789,0.594,0.843,8,0,0,0
user_85,dest_100,save,2026-03-21T15:00:46.201Z,mixed,0.684,0.619,0.621,0.224,0.906,0.446,46,1,0,1
user_12,dest_61,save,2026-03-20T15:32:57.543Z,relaxation,0.454,0.711,0.994,0.745,0.671,0.614,36,1,1,1
user_16,dest_97,view,2026-03-04T03:35:33.388Z,cultural,0.668,0.293,0.921,0.494,0.742,0.349,29,0,1,1
user_33,dest_25,save_trip,2026-03-20T19:48:40.889Z,mixed,0.412,0.521,0.482,0.886,0.547,0.626,19,1,1,1
user_102,dest_90,view,2026-03-24T04:12:53.884Z,cultural,0.048,0.881,0.579,0.513,0.432,0.730,2,0,0,0
user_18,dest_45,save,2026-03-23T08:02:19.821Z,relaxation,0.330,0.245,0.739,0.464,0.851,0.492,44,1,0,1
user_106,dest_50,book,2026-03-18T13:44:00.499Z,relaxation,0.981,0.363,0.392,0.341,0.436,0.817,31,1,1,1
user_38,dest_50,book,2026-03-10T02:38:32.681Z,relaxation,0.981,0.556,0.685,0.261,0.284,0.361,13,1,0,1
user_25,dest_55,view,2026-03-24T19:52:14.338Z,mixed,0.554,0.342,0.604,0.461,0.051,0.452,29,0,1,1
user_71,dest_14,save,2026-03-24T04:25:06.572Z,cultural,0.002,0.556,0.227,0.621,0.094,0.581,41,1,0,1
user_109,dest_49,view,2026-03-26T07:53:43.446Z,adventure,0.998,0.341,0.580,0.240,0.353,0.304,3,0,0,0
user_49,dest_76,view,2026-03-25T04:35:38.916Z,cultural,0.913,0.355,0.754,0.370,0.507,0.395,20,0,0,0
user_136,dest_56,view,2026-03-22T01:16:24.622Z,mixed,0.175,0.441,0.272,0.706,0.312,0.570,50,0,0,0
user_131,dest_97,save_trip,2026-03-03T16:27:55.759Z,cultural,0.668,0.408,0.759,0.386,0.430,0.422,5,1,1,1
user_61,dest_31,view,2026-03-02T13:29:06.687Z,mixed,0.823,0.905,0.519,0.482,0.591,0.557,12,0,1,1
user_117,dest_68,book,2026-03-12T18:10:31.442Z,cultural,0.845,0.405,0.431,0.725,0.886,0.505,1,1,0,1
user_138,dest_22,book,2026-02-28T05:56:52.444Z,relaxation,0.929,0.716,0.362,0.895,0.378,0.722,34,1,1,1
user_104,dest_8,save,2026-03-27T04:01:20.988Z,cultural,0.494,0.366,0.676,0.670,0.727,0.517,35,1,1,1
user_191,dest_8,save_trip,2026-02-27T03:27:44.780Z,cultural,0.494,0.206,0.413,0.702,0.693,0.744,28,1,0,1
user_50,dest_76,view,2026-03-21T08:10:48.838Z,cultural,0.913,0.652,0.719,0.722,0.908,0.816,17,0,0,0
user_110,dest_99,save,2026-03-01T07:39:09.359Z,adventure,0.292,0.670,0.719,0.749,0.891,0.555,23,1,0,1
user_79,dest_18,save_trip,2026-03-26T21:15:47.877Z,mixed,0.135,0.710,0.377,0.543,0.156,0.330,40,1,0,1
user_67,dest_98,book,2026-02-27T22:14:52.956Z,adventure,0.615,0.574,0.279,0.760,0.305,0.664,46,1,0,1
user_71,dest_82,save_trip,2026-03-12T07:57:03.775Z,adventure,0.513,0.556,0.227,0.621,0.094,0.581,41,1,0,1
user_98,dest_31,view,2026-03-04T23:15:12.734Z,mixed,0.823,0.204,0.552,0.345,0.132,0.304,13,0,1,1
user_39,dest_86,view,2026-02-26T12:15:18.488Z,adventure,0.545,0.819,0.707,0.487,0.641,0.839,24,0,0,0
user_71,dest_40,view,2026-02-27T00:52:50.811Z,mixed,0.358,0.556,0.227,0.621,0.094,0.581,41,0,1,1
user_188,dest_56,view,2026-03-20T15:59:09.852Z,mixed,0.175,0.776,0.835,0.265,0.583,0.378,26,0,0,0
user_8,dest_90,view,2026-03-09T10:27:52.004Z,cultural,0.048,0.680,0.719,0.347,0.197,0.349,43,0,1,1
user_74,dest_66,save_trip,2026-02-27T22:42:57.261Z,adventure,0.876,0.789,0.404,0.596,0.066,0.883,21,1,0,1
user_15,dest_82,save_trip,2026-03-08T04:58:02.615Z,adventure,0.513,0.826,0.681,0.533,0.054,0.536,46,1,1,1
user_89,dest_77,view,2026-03-06T09:16:11.665Z,adventure,0.882,0.290,0.963,0.697,0.174,0.650,49,0,0,0
user_97,dest_65,view,2026-03-04T03:25:36.388Z,adventure,0.662,0.613,0.674,0.710,0.767,0.673,45,0,0,0
user_96,dest_71,view,2026-03-12T09:06:41.061Z,relaxation,0.681,0.470,0.563,0.783,0.273,0.599,33,0,1,1
user_188,dest_71,trip_click,2026-03-24T00:49:53.079Z,relaxation,0.681,0.776,0.835,0.265,0.583,0.378,26,1,0,1
user_173,dest_12,book,2026-03-02T02:40:08.816Z,cultural,0.815,0.878,0.333,0.473,0.343,0.305,4,1,1,1
user_35,dest_34,save,2026-03-21T18:37:56.819Z,adventure,0.202,0.535,0.837,0.330,0.560,0.492,39,1,0,1
user_190,dest_28,view,2026-03-14T11:26:09.721Z,mixed,0.262,0.698,0.271,0.865,0.558,0.823,44,0,1,1
user_151,dest_28,save,2026-02-27T10:28:14.479Z,mixed,0.262,0.650,0.503,0.703,0.265,0.375,7,1,0,1
user_107,dest_14,trip_click,2026-03-21T12:34:42.560Z,cultural,0.002,0.238,0.691,0.748,0.718,0.501,5,1,0,1
user_118,dest_79,trip_click,2026-03-12T19:39:57.825Z,mixed,0.516,0.339,0.679,0.671,0.100,0.558,37,1,1,1
user_75,dest_72,trip_click,2026-02-27T08:18:04.713Z,cultural,0.624,0.438,0.503,0.768,0.512,0.644,44,1,1,1
user_52,dest_56,view,2026-03-02T06:59:51.448Z,mixed,0.175,0.340,0.676,0.518,0.798,0.571,48,0,0,0
user_127,dest_32,view,2026-03-04T05:45:15.711Z,cultural,0.037,0.993,0.208,0.700,0.459,0.483,45,0,1,1
user_169,dest_72,save_trip,2026-03-27T12:18:49.310Z,cultural,0.624,0.295,0.524,0.674,0.338,0.787,16,1,0,1
user_150,dest_56,view,2026-03-01T02:00:41.471Z,mixed,0.175,0.556,0.980,0.374,0.838,0.411,25,0,0,0
user_28,dest_53,view,2026-03-23T20:34:29.676Z,mixed,0.196,0.383,0.742,0.548,0.131,0.797,8,0,0,0
user_10,dest_8,book,2026-02-27T15:21:13.905Z,cultural,0.494,0.235,0.847,0.365,0.202,0.862,2,1,0,1
user_9,dest_70,view,2026-02-26T08:19:47.725Z,adventure,0.314,0.529,0.869,0.606,0.697,0.783,40,0,1,1
user_182,dest_1,view,2026-03-18T00:06:07.761Z,mixed,0.520,0.582,0.334,0.246,0.421,0.339,19,0,0,0
user_61,dest_88,book,2026-03-05T22:20:18.221Z,adventure,0.293,0.905,0.519,0.482,0.591,0.557,12,1,1,1
user_108,dest_79,save_trip,2026-03-27T11:22:00.504Z,mixed,0.516,0.307,0.864,0.623,0.343,0.548,39,1,1,1
user_11,dest_70,view,2026-03-24T08:22:11.275Z,adventure,0.314,0.418,0.856,0.344,0.255,0.686,26,0,1,1
user_122,dest_18,save_trip,2026-03-09T21:14:58.872Z,mixed,0.135,0.240,0.725,0.926,0.106,0.317,26,1,0,1
user_146,dest_67,view,2026-03-22T09:39:18.538Z,cultural,0.409,0.988,0.761,0.765,0.096,0.325,50,0,0,0
user_174,dest_73,book,2026-02-26T04:33:21.232Z,relaxation,0.296,0.606,0.752,0.435,0.811,0.474,25,1,0,1
user_57,dest_79,view,2026-03-22T20:08:06.528Z,mixed,0.516,0.617,0.371,0.380,0.625,0.373,29,0,0,0
user_91,dest_74,view,2026-03-24T11:12:36.966Z,relaxation,0.107,0.431,0.786,0.666,0.027,0.447,39,0,0,0
user_163,dest_82,view,2026-03-25T06:31:21.030Z,adventure,0.513,0.221,0.785,0.466,0.025,0.669,29,0,1,1
user_37,dest_61,view,2026-03-25T09:59:58.328Z,relaxation,0.454,0.781,0.466,0.558,0.232,0.646,16,0,1,1
